rank,entry,origin,package,n_lines,stdin,want_rc,heap_kb,stack_kb
341,S04-declarations/our,roast__S04-declarations/our,roast,110,0,0,,
342,S04-declarations/smiley,roast__S04-declarations/smiley,roast,183,0,0,,
343,S04-declarations/state,roast__S04-declarations/state,roast,303,0,0,,
344,S04-declarations/will,roast__S04-declarations/will,roast,129,0,0,,
345,S04-exception-handlers/catch,roast__S04-exception-handlers/catch,roast,283,0,0,,
346,S04-exception-handlers/control,roast__S04-exception-handlers/control,roast,139,0,0,,
347,S04-exception-handlers/top-level,roast__S04-exception-handlers/top-level,roast,14,0,0,,
348,S04-exceptions/control_across_runloop,roast__S04-exceptions/control_across_runloop,roast,18,0,0,,
349,S04-exceptions/exceptions-alternatives,roast__S04-exceptions/exceptions-alternatives,roast,72,0,0,,
350,S04-exceptions/fail-6e,roast__S04-exceptions/fail-6e,roast,24,0,0,,
351,S04-exceptions/fail,roast__S04-exceptions/fail,roast,204,0,0,,
352,S04-exceptions/pending,roast__S04-exceptions/pending,roast,85,0,0,,
353,S04-phasers/ascending-order,roast__S04-phasers/ascending-order,roast,54,0,0,,
354,S04-phasers/begin,roast__S04-phasers/begin,roast,90,0,0,,
355,S04-phasers/check,roast__S04-phasers/check,roast,35,0,0,,
356,S04-phasers/descending-order,roast__S04-phasers/descending-order,roast,53,0,0,,
357,S04-phasers/end,roast__S04-phasers/end,roast,56,0,0,,
358,S04-phasers/enter-leave,roast__S04-phasers/enter-leave,roast,330,0,0,,
359,S04-phasers/exit-in-check,roast__S04-phasers/exit-in-check,roast,20,0,0,,
360,S04-phasers/first,roast__S04-phasers/first,roast,75,0,0,,
361,S04-phasers/in-eval,roast__S04-phasers/in-eval,roast,96,0,0,,
362,S04-phasers/in-loop,roast__S04-phasers/in-loop,roast,243,0,0,,
363,S04-phasers/init,roast__S04-phasers/init,roast,87,0,0,,
364,S04-phasers/interpolate,roast__S04-phasers/interpolate,roast,38,0,0,,
365,S04-phasers/keep-undo,roast__S04-phasers/keep-undo,roast,116,0,0,,
366,S04-phasers/multiple,roast__S04-phasers/multiple,roast,35,0,0,,
367,S04-phasers/next,roast__S04-phasers/next,roast,189,0,0,,
368,S04-phasers/pre-post,roast__S04-phasers/pre-post,roast,190,0,0,,
369,S04-phasers/rvalue,roast__S04-phasers/rvalue,roast,74,0,0,,
370,S04-statement-modifiers/for,roast__S04-statement-modifiers/for,roast,175,0,0,,
371,S04-statement-modifiers/given,roast__S04-statement-modifiers/given,roast,81,0,0,,
372,S04-statement-modifiers/if,roast__S04-statement-modifiers/if,roast,109,0,0,,
373,S04-statement-modifiers/unless,roast__S04-statement-modifiers/unless,roast,64,0,0,,
374,S04-statement-modifiers/until,roast__S04-statement-modifiers/until,roast,41,0,0,,
375,S04-statement-modifiers/values_in_bool_context,roast__S04-statement-modifiers/values_in_bool_context,roast,88,0,0,,
376,S04-statement-modifiers/while,roast__S04-statement-modifiers/while,roast,48,0,0,,
377,S04-statement-modifiers/with,roast__S04-statement-modifiers/with,roast,211,0,0,,
378,S04-statement-modifiers/without,roast__S04-statement-modifiers/without,roast,59,0,0,,
379,S04-statement-parsing/hash,roast__S04-statement-parsing/hash,roast,23,0,0,,
380,S04-statements/do,roast__S04-statements/do,roast,172,0,0,,
381,S04-statements/for-scope,roast__S04-statements/for-scope,roast,59,0,0,,
382,S04-statements/for,roast__S04-statements/for,roast,791,0,0,,
383,S04-statements/for_with_only_one_item,roast__S04-statements/for_with_only_one_item,roast,107,0,0,,
384,S04-statements/gather,roast__S04-statements/gather,roast,302,0,0,,
385,S04-statements/given,roast__S04-statements/given,roast,448,0,0,,
386,S04-statements/goto,roast__S04-statements/goto,roast,77,0,0,,
387,S04-statements/if,roast__S04-statements/if,roast,297,0,0,,
388,S04-statements/label,roast__S04-statements/label,roast,134,0,0,,
389,S04-statements/last,roast__S04-statements/last,roast,104,0,0,,
390,S04-statements/lazy,roast__S04-statements/lazy,roast,53,0,0,,
391,S04-statements/leave,roast__S04-statements/leave,roast,211,0,0,,
392,S04-statements/loop,roast__S04-statements/loop,roast,143,0,0,,
393,S04-statements/map-and-sort-in-for,roast__S04-statements/map-and-sort-in-for,roast,55,0,0,,
394,S04-statements/next,roast__S04-statements/next,roast,157,0,0,,
395,S04-statements/no-implicit-block,roast__S04-statements/no-implicit-block,roast,64,0,0,,
396,S04-statements/once,roast__S04-statements/once,roast,118,0,0,,
397,S04-statements/quietly,roast__S04-statements/quietly,roast,21,0,0,,
398,S04-statements/redo,roast__S04-statements/redo,roast,128,0,0,,
399,S04-statements/repeat,roast__S04-statements/repeat,roast,155,0,0,,
400,S04-statements/return,roast__S04-statements/return,roast,109,0,0,,
401,S04-statements/sink,roast__S04-statements/sink,roast,121,0,0,,
402,S04-statements/terminator,roast__S04-statements/terminator,roast,64,0,0,,
403,S04-statements/try,roast__S04-statements/try,roast,189,0,0,,
404,S04-statements/unless,roast__S04-statements/unless,roast,78,0,0,,
405,S04-statements/until,roast__S04-statements/until,roast,32,0,0,,
406,S04-statements/when,roast__S04-statements/when,roast,96,0,0,,
407,S04-statements/while,roast__S04-statements/while,roast,167,0,0,,
408,S04-statements/with,roast__S04-statements/with,roast,239,0,0,,
409,S05-capture/alias,roast__S05-capture/alias,roast,76,0,0,,
410,S05-capture/array-alias,roast__S05-capture/array-alias,roast,109,0,0,,
411,S05-capture/caps,roast__S05-capture/caps,roast,93,0,0,,
412,S05-capture/dot,roast__S05-capture/dot,roast,120,0,0,,
413,S05-capture/hash,roast__S05-capture/hash,roast,158,0,0,,
414,S05-capture/match-object,roast__S05-capture/match-object,roast,147,0,0,,
415,S05-capture/named,roast__S05-capture/named,roast,72,0,0,,
416,S05-capture/subrule,roast__S05-capture/subrule,roast,117,0,0,,
417,S05-grammar/action-stubs,roast__S05-grammar/action-stubs,roast,197,0,0,,
418,S05-grammar/example,roast__S05-grammar/example,roast,84,0,0,,
419,S05-grammar/inheritance,roast__S05-grammar/inheritance,roast,98,0,0,,
420,S05-grammar/namespace-6e,roast__S05-grammar/namespace-6e,roast,9,0,0,,
421,S05-grammar/namespace,roast__S05-grammar/namespace,roast,53,0,0,,
422,S05-grammar/parse_and_parsefile-6e,roast__S05-grammar/parse_and_parsefile-6e,roast,118,0,0,,
423,S05-grammar/polymorphism,roast__S05-grammar/polymorphism,roast,86,0,0,,
424,S05-grammar/protoregex,roast__S05-grammar/protoregex,roast,148,0,0,,
425,S05-grammar/protos,roast__S05-grammar/protos,roast,29,0,0,,
426,S05-grammar/signatures,roast__S05-grammar/signatures,roast,59,0,0,,
427,S05-grammar/ws,roast__S05-grammar/ws,roast,33,0,0,,
428,S05-interpolation/lexicals,roast__S05-interpolation/lexicals,roast,33,0,0,,
429,S05-interpolation/regex-in-variable,roast__S05-interpolation/regex-in-variable,roast,164,0,0,,
430,S05-mass/charsets,roast__S05-mass/charsets,roast,49,0,0,,
431,S05-mass/named-chars,roast__S05-mass/named-chars,roast,481,0,0,,
432,S05-mass/properties-block,roast__S05-mass/properties-block,roast,1126,0,0,,
433,S05-mass/properties-contributory,roast__S05-mass/properties-contributory,roast,70,0,0,,
434,S05-mass/properties-derived,roast__S05-mass/properties-derived,roast,370,0,0,,
435,S05-mass/properties-general,roast__S05-mass/properties-general,roast,838,0,0,,
436,S05-mass/properties-script,roast__S05-mass/properties-script,roast,573,0,0,,
437,S05-mass/recursive,roast__S05-mass/recursive,roast,47,0,0,,
438,S05-mass/rx,roast__S05-mass/rx,roast,2418,0,0,,
439,S05-mass/stdrules,roast__S05-mass/stdrules,roast,331,0,0,,
440,S05-match/arrayhash,roast__S05-match/arrayhash,roast,28,0,0,,
441,S05-match/basics,roast__S05-match/basics,roast,12,0,0,,
442,S05-match/blocks,roast__S05-match/blocks,roast,106,0,0,,
443,S05-match/capturing-contexts,roast__S05-match/capturing-contexts,roast,294,0,0,,
444,S05-match/make,roast__S05-match/make,roast,39,0,0,,
445,S05-match/non-capturing,roast__S05-match/non-capturing,roast,38,0,0,,
446,S05-match/positions,roast__S05-match/positions,roast,48,0,0,,
447,S05-match/raku,roast__S05-match/raku,roast,48,0,0,,
448,S05-metachars/closure,roast__S05-metachars/closure,roast,50,0,0,,
449,S05-metachars/line-anchors,roast__S05-metachars/line-anchors,roast,57,0,0,,
450,S05-metachars/newline,roast__S05-metachars/newline,roast,36,0,0,,
451,S05-metachars/tilde,roast__S05-metachars/tilde,roast,75,0,0,,
452,S05-metasyntax/angle-brackets,roast__S05-metasyntax/angle-brackets,roast,340,0,0,,
453,S05-metasyntax/assertions,roast__S05-metasyntax/assertions,roast,23,0,0,,
454,S05-metasyntax/changed,roast__S05-metasyntax/changed,roast,37,0,0,,
455,S05-metasyntax/charset,roast__S05-metasyntax/charset,roast,143,0,0,,
456,S05-metasyntax/delimiters,roast__S05-metasyntax/delimiters,roast,20,0,0,,
457,S05-metasyntax/interpolating-closure,roast__S05-metasyntax/interpolating-closure,roast,47,0,0,,
458,S05-metasyntax/litvar,roast__S05-metasyntax/litvar,roast,106,0,0,,
459,S05-metasyntax/longest-alternative,roast__S05-metasyntax/longest-alternative,roast,491,0,0,,
460,S05-metasyntax/lookaround,roast__S05-metasyntax/lookaround,roast,37,0,0,,
461,S05-metasyntax/null,roast__S05-metasyntax/null,roast,23,0,0,,
462,S05-metasyntax/proto-token-ltm,roast__S05-metasyntax/proto-token-ltm,roast,36,0,0,,
463,S05-metasyntax/regex,roast__S05-metasyntax/regex,roast,301,0,0,,
464,S05-metasyntax/repeat,roast__S05-metasyntax/repeat,roast,113,0,0,,
465,S05-metasyntax/sequential-alternation,roast__S05-metasyntax/sequential-alternation,roast,48,0,0,,
466,S05-metasyntax/single-quotes,roast__S05-metasyntax/single-quotes,roast,67,0,0,,
467,S05-metasyntax/unicode-property-pair,roast__S05-metasyntax/unicode-property-pair,roast,23,0,0,,
468,S05-metasyntax/unknown,roast__S05-metasyntax/unknown,roast,47,0,0,,
469,S05-modifier/Perl_0,roast__S05-modifier/Perl_0,roast,111,0,0,,
470,S05-modifier/Perl_1,roast__S05-modifier/Perl_1,roast,117,0,0,,
471,S05-modifier/Perl_10,roast__S05-modifier/Perl_10,roast,58,0,0,,
472,S05-modifier/Perl_2,roast__S05-modifier/Perl_2,roast,117,0,0,,
473,S05-modifier/Perl_3,roast__S05-modifier/Perl_3,roast,117,0,0,,
474,S05-modifier/Perl_4,roast__S05-modifier/Perl_4,roast,117,0,0,,
475,S05-modifier/Perl_5,roast__S05-modifier/Perl_5,roast,124,0,0,,
476,S05-modifier/Perl_6,roast__S05-modifier/Perl_6,roast,128,0,0,,
477,S05-modifier/Perl_7,roast__S05-modifier/Perl_7,roast,117,0,0,,
478,S05-modifier/Perl_8,roast__S05-modifier/Perl_8,roast,126,0,0,,
479,S05-modifier/Perl_9,roast__S05-modifier/Perl_9,roast,109,0,0,,
480,S05-modifier/continue,roast__S05-modifier/continue,roast,54,0,0,,
481,S05-modifier/counted-match,roast__S05-modifier/counted-match,roast,110,0,0,,
482,S05-modifier/counted,roast__S05-modifier/counted,roast,258,0,0,,
483,S05-modifier/exhaustive,roast__S05-modifier/exhaustive,roast,141,0,0,,
484,S05-modifier/global,roast__S05-modifier/global,roast,42,0,0,,
485,S05-modifier/ignorecase-and-ignoremark,roast__S05-modifier/ignorecase-and-ignoremark,roast,52,0,0,,
486,S05-modifier/ignorecase,roast__S05-modifier/ignorecase,roast,142,0,0,,
487,S05-modifier/ignoremark,roast__S05-modifier/ignoremark,roast,89,0,0,,
488,S05-modifier/ii,roast__S05-modifier/ii,roast,74,0,0,,
489,S05-modifier/my,roast__S05-modifier/my,roast,86,0,0,,
490,S05-modifier/overlapping,roast__S05-modifier/overlapping,roast,66,0,0,,
491,S05-modifier/pos,roast__S05-modifier/pos,roast,108,0,0,,
492,S05-modifier/ratchet,roast__S05-modifier/ratchet,roast,27,0,0,,
493,S05-modifier/repetition-exhaustive,roast__S05-modifier/repetition-exhaustive,roast,30,0,0,,
494,S05-modifier/repetition,roast__S05-modifier/repetition,roast,28,0,0,,
495,S05-modifier/samemark,roast__S05-modifier/samemark,roast,42,0,0,,
496,S05-modifier/sigspace,roast__S05-modifier/sigspace,roast,49,0,0,,
497,S05-nonstrings/basic,roast__S05-nonstrings/basic,roast,44,0,0,,
498,S05-substitution/67222,roast__S05-substitution/67222,roast,10,0,0,,
499,S05-substitution/match,roast__S05-substitution/match,roast,49,0,0,,
500,S05-substitution/subst,roast__S05-substitution/subst,roast,703,0,0,,
501,S05-syntactic-categories/new-symbols,roast__S05-syntactic-categories/new-symbols,roast,38,0,0,,
502,S05-transliteration/79778,roast__S05-transliteration/79778,roast,7,0,0,,
503,S05-transliteration/trans-TR-operator,roast__S05-transliteration/trans-TR-operator,roast,92,0,0,,
504,S05-transliteration/trans-tr-lowercase-operator,roast__S05-transliteration/trans-tr-lowercase-operator,roast,103,0,0,,
505,S05-transliteration/trans,roast__S05-transliteration/trans,roast,309,0,0,,
506,S05-transliteration/with-closure,roast__S05-transliteration/with-closure,roast,53,0,0,,
507,S06-advanced/caller,roast__S06-advanced/caller,roast,58,0,0,,
508,S06-advanced/callframe,roast__S06-advanced/callframe,roast,118,0,0,,
509,S06-advanced/callsame,roast__S06-advanced/callsame,roast,28,0,0,,
510,S06-advanced/dispatching,roast__S06-advanced/dispatching,roast,343,0,0,,
511,S06-advanced/lexical-subs,roast__S06-advanced/lexical-subs,roast,99,0,0,,
512,S06-advanced/recurse,roast__S06-advanced/recurse,roast,121,0,0,,
513,S06-advanced/return-prioritization,roast__S06-advanced/return-prioritization,roast,104,0,0,,
514,S06-advanced/return,roast__S06-advanced/return,roast,425,0,0,,
515,S06-advanced/return_function,roast__S06-advanced/return_function,roast,24,0,0,,
516,S06-advanced/stub,roast__S06-advanced/stub,roast,49,0,0,,
517,S06-advanced/wrap,roast__S06-advanced/wrap,roast,439,0,0,,
518,S06-currying/assuming-and-mmd,roast__S06-currying/assuming-and-mmd,roast,37,0,0,,
519,S06-currying/misc,roast__S06-currying/misc,roast,63,0,0,,
520,S06-currying/named,roast__S06-currying/named,roast,59,0,0,,
521,S06-currying/positional,roast__S06-currying/positional,roast,229,0,0,,
522,S06-currying/slurpy,roast__S06-currying/slurpy,roast,48,0,0,,
523,S06-multi/by-trait,roast__S06-multi/by-trait,roast,51,0,0,,
524,S06-multi/compile-time,roast__S06-multi/compile-time,roast,7,0,0,,
525,S06-multi/lexical-multis,roast__S06-multi/lexical-multis,roast,61,0,0,,
526,S06-multi/positional-vs-named,roast__S06-multi/positional-vs-named,roast,114,0,0,,
527,S06-multi/proto,roast__S06-multi/proto,roast,145,0,0,,
528,S06-multi/redispatch,roast__S06-multi/redispatch,roast,81,0,0,,
529,S06-multi/subsignature,roast__S06-multi/subsignature,roast,426,0,0,,
530,S06-multi/syntax,roast__S06-multi/syntax,roast,177,0,0,,
531,S06-multi/type-based,roast__S06-multi/type-based,roast,285,0,0,,
532,S06-multi/unpackability,roast__S06-multi/unpackability,roast,59,0,0,,
533,S06-multi/value-based,roast__S06-multi/value-based,roast,59,0,0,,
534,S06-operator-overloading/circumfix,roast__S06-operator-overloading/circumfix,roast,46,0,0,,
535,S06-operator-overloading/imported-subs,roast__S06-operator-overloading/imported-subs,roast,56,0,0,,
536,S06-operator-overloading/infix,roast__S06-operator-overloading/infix,roast,283,0,0,,
537,S06-operator-overloading/methods,roast__S06-operator-overloading/methods,roast,37,0,0,,
538,S06-operator-overloading/prefix,roast__S06-operator-overloading/prefix,roast,81,0,0,,
539,S06-operator-overloading/semicolon,roast__S06-operator-overloading/semicolon,roast,22,0,0,,
540,S06-operator-overloading/sub,roast__S06-operator-overloading/sub,roast,190,0,0,,
541,S06-operator-overloading/term,roast__S06-operator-overloading/term,roast,37,0,0,,
542,S06-operator-overloading/workout,roast__S06-operator-overloading/workout,roast,257,0,0,,
543,S06-other/anon-hashes-vs-blocks,roast__S06-other/anon-hashes-vs-blocks,roast,92,0,0,,
544,S06-other/introspection,roast__S06-other/introspection,roast,58,0,0,,
545,S06-other/main-eval,roast__S06-other/main-eval,roast,22,0,0,,
546,S06-other/main-semicolon,roast__S06-other/main-semicolon,roast,48,0,0,,
547,S06-other/main-usage,roast__S06-other/main-usage,roast,248,0,0,,
548,S06-other/main,roast__S06-other/main,roast,200,0,0,,
549,S06-other/misc,roast__S06-other/misc,roast,72,0,0,,
550,S06-other/pairs-as-lvalues,roast__S06-other/pairs-as-lvalues,roast,27,0,0,,
551,S06-parameters/smiley,roast__S06-parameters/smiley,roast,83,0,0,,
552,S06-routine-modifiers/lvalue-subroutines,roast__S06-routine-modifiers/lvalue-subroutines,roast,106,0,0,,
553,S06-routine-modifiers/native-lvalue-subroutines,roast__S06-routine-modifiers/native-lvalue-subroutines,roast,89,0,0,,
554,S06-routine-modifiers/proxy,roast__S06-routine-modifiers/proxy,roast,135,0,0,,
555,S06-routine-modifiers/scoped-named-subs,roast__S06-routine-modifiers/scoped-named-subs,roast,66,0,0,,
556,S06-signature/arity,roast__S06-signature/arity,roast,165,0,0,,
557,S06-signature/closure-over-parameters,roast__S06-signature/closure-over-parameters,roast,27,0,0,,
558,S06-signature/closure-parameters,roast__S06-signature/closure-parameters,roast,134,0,0,,
559,S06-signature/code,roast__S06-signature/code,roast,51,0,0,,
560,S06-signature/defaults,roast__S06-signature/defaults,roast,92,0,0,,
561,S06-signature/definite-return,roast__S06-signature/definite-return,roast,151,0,0,,
562,S06-signature/errors,roast__S06-signature/errors,roast,77,0,0,,
563,S06-signature/introspection,roast__S06-signature/introspection,roast,321,0,0,,
564,S06-signature/mixed-placeholders,roast__S06-signature/mixed-placeholders,roast,37,0,0,,
565,S06-signature/multi-invocant,roast__S06-signature/multi-invocant,roast,83,0,0,,
566,S06-signature/multidimensional,roast__S06-signature/multidimensional,roast,48,0,0,,
567,S06-signature/multiple-signatures,roast__S06-signature/multiple-signatures,roast,60,0,0,,
568,S06-signature/named-parameters,roast__S06-signature/named-parameters,roast,347,0,0,,
569,S06-signature/named-placeholders,roast__S06-signature/named-placeholders,roast,26,0,0,,
570,S06-signature/named-renaming,roast__S06-signature/named-renaming,roast,37,0,0,,
571,S06-signature/optional,roast__S06-signature/optional,roast,154,0,0,,
572,S06-signature/outside-subroutine,roast__S06-signature/outside-subroutine,roast,71,0,0,,
573,S06-signature/passing-arrays,roast__S06-signature/passing-arrays,roast,90,0,0,,
574,S06-signature/passing-hashes,roast__S06-signature/passing-hashes,roast,27,0,0,,
575,S06-signature/positional-placeholders,roast__S06-signature/positional-placeholders,roast,71,0,0,,
576,S06-signature/positional,roast__S06-signature/positional,roast,53,0,0,,
577,S06-signature/scalar-type,roast__S06-signature/scalar-type,roast,29,0,0,,
578,S06-signature/shape,roast__S06-signature/shape,roast,61,0,0,,
579,S06-signature/sigilless,roast__S06-signature/sigilless,roast,45,0,0,,
580,S06-signature/slurpy-and-interpolation,roast__S06-signature/slurpy-and-interpolation,roast,65,0,0,,
581,S06-signature/slurpy-blocks,roast__S06-signature/slurpy-blocks,roast,24,0,0,,
582,S06-signature/slurpy-params,roast__S06-signature/slurpy-params,roast,304,0,0,,
583,S06-signature/slurpy-placeholders,roast__S06-signature/slurpy-placeholders,roast,40,0,0,,
584,S06-signature/sub-ref,roast__S06-signature/sub-ref,roast,95,0,0,,
585,S06-signature/tree-node-parameters,roast__S06-signature/tree-node-parameters,roast,87,0,0,,
586,S06-signature/type-capture,roast__S06-signature/type-capture,roast,159,0,0,,
587,S06-signature/types,roast__S06-signature/types,roast,149,0,0,,
588,S06-signature/unpack-array,roast__S06-signature/unpack-array,roast,59,0,0,,
589,S06-signature/unpack-object,roast__S06-signature/unpack-object,roast,30,0,0,,
590,S06-signature/unspecified,roast__S06-signature/unspecified,roast,58,0,0,,
591,S06-traits/as,roast__S06-traits/as,roast,24,0,0,,
592,S06-traits/is-assoc,roast__S06-traits/is-assoc,roast,67,0,0,,
593,S06-traits/is-copy,roast__S06-traits/is-copy,roast,141,0,0,,
594,S06-traits/is-readonly,roast__S06-traits/is-readonly,roast,14,0,0,,
595,S06-traits/is-rw,roast__S06-traits/is-rw,roast,51,0,0,,
596,S06-traits/misc,roast__S06-traits/misc,roast,119,0,0,,
597,S06-traits/native-is-copy,roast__S06-traits/native-is-copy,roast,41,0,0,,
598,S06-traits/native-is-rw,roast__S06-traits/native-is-rw,roast,138,0,0,,
599,S06-traits/precedence,roast__S06-traits/precedence,roast,113,0,0,,
600,S06-traits/slurpy-is-rw,roast__S06-traits/slurpy-is-rw,roast,20,0,0,,
601,S07-hyperrace/basics,roast__S07-hyperrace/basics,roast,287,0,0,,
602,S07-hyperrace/for,roast__S07-hyperrace/for,roast,65,0,0,,
603,S07-hyperrace/stress,roast__S07-hyperrace/stress,roast,39,0,0,,
604,S07-iterationbuffer/iterationbuffer,roast__S07-iterationbuffer/iterationbuffer,roast,48,0,0,,
605,S07-iterators/range-iterator,roast__S07-iterators/range-iterator,roast,193,0,0,,
606,S07-slip/slip,roast__S07-slip/slip,roast,60,0,0,,
607,S09-autovivification/autoincrement,roast__S09-autovivification/autoincrement,roast,49,0,0,,
608,S09-autovivification/autovivification,roast__S09-autovivification/autovivification,roast,192,0,0,,
609,S09-hashes/objecthash,roast__S09-hashes/objecthash,roast,171,0,0,,
610,S09-multidim/XX-POS-on-dimensioned,roast__S09-multidim/XX-POS-on-dimensioned,roast,128,0,0,,
611,S09-multidim/XX-POS-on-undimensioned,roast__S09-multidim/XX-POS-on-undimensioned,roast,86,0,0,,
612,S09-multidim/assign,roast__S09-multidim/assign,roast,125,0,0,,
613,S09-multidim/decl,roast__S09-multidim/decl,roast,78,0,0,,
614,S09-multidim/indexing,roast__S09-multidim/indexing,roast,60,0,0,,
615,S09-multidim/methods,roast__S09-multidim/methods,roast,154,0,0,,
616,S09-multidim/subs,roast__S09-multidim/subs,roast,87,0,0,,
617,S09-subscript/multidim-assignment,roast__S09-subscript/multidim-assignment,roast,85,0,0,,
618,S09-subscript/slice,roast__S09-subscript/slice,roast,366,0,0,,
619,S09-typed-arrays/arrays,roast__S09-typed-arrays/arrays,roast,282,0,0,,
620,S09-typed-arrays/hashes,roast__S09-typed-arrays/hashes,roast,139,0,0,,
621,S09-typed-arrays/native-decl,roast__S09-typed-arrays/native-decl,roast,48,0,0,,
622,S09-typed-arrays/native-int,roast__S09-typed-arrays/native-int,roast,372,0,0,,
623,S09-typed-arrays/native-num,roast__S09-typed-arrays/native-num,roast,348,0,0,,
624,S09-typed-arrays/native-shape1-int,roast__S09-typed-arrays/native-shape1-int,roast,190,0,0,,
625,S09-typed-arrays/native-shape1-num,roast__S09-typed-arrays/native-shape1-num,roast,189,0,0,,
626,S09-typed-arrays/native-shape1-str,roast__S09-typed-arrays/native-shape1-str,roast,187,0,0,,
627,S09-typed-arrays/native-str,roast__S09-typed-arrays/native-str,roast,334,0,0,,
628,S09-typed-arrays/native,roast__S09-typed-arrays/native,roast,184,0,0,,
629,S10-packages/basic,roast__S10-packages/basic,roast,349,0,0,,
630,S10-packages/export,roast__S10-packages/export,roast,35,0,0,,
631,S10-packages/joined-namespaces,roast__S10-packages/joined-namespaces,roast,18,0,0,,
632,S10-packages/nested-use,roast__S10-packages/nested-use,roast,49,0,0,,
633,S10-packages/precompilation,roast__S10-packages/precompilation,roast,310,0,0,,
634,S10-packages/require-and-use--dead-file,roast__S10-packages/require-and-use--dead-file,roast,51,0,0,,
635,S10-packages/require-and-use,roast__S10-packages/require-and-use,roast,32,0,0,,
636,S10-packages/scope,roast__S10-packages/scope,roast,92,0,0,,
637,S10-packages/use-with-class,roast__S10-packages/use-with-class,roast,68,0,0,,
638,S11-compunit/compunit-dependencyspecification,roast__S11-compunit/compunit-dependencyspecification,roast,12,0,0,,
639,S11-compunit/compunit-repository,roast__S11-compunit/compunit-repository,roast,20,0,0,,
640,S11-compunit/rt126904,roast__S11-compunit/rt126904,roast,15,0,0,,
641,S11-modules/export,roast__S11-modules/export,roast,213,0,0,,
642,S11-modules/gh2979,roast__S11-modules/gh2979,roast,22,0,0,,
643,S11-modules/import-multi,roast__S11-modules/import-multi,roast,119,0,0,,
644,S11-modules/import-tag,roast__S11-modules/import-tag,roast,33,0,0,,
645,S11-modules/import,roast__S11-modules/import,roast,107,0,0,,
646,S11-modules/importing,roast__S11-modules/importing,roast,64,0,0,,
647,S11-modules/lexical,roast__S11-modules/lexical,roast,19,0,0,,
648,S11-modules/module-file,roast__S11-modules/module-file,roast,13,0,0,,
649,S11-modules/module,roast__S11-modules/module,roast,21,0,0,,
650,S11-modules/need,roast__S11-modules/need,roast,16,0,0,,
651,S11-modules/nested,roast__S11-modules/nested,roast,55,0,0,,
652,S11-modules/rakulib,roast__S11-modules/rakulib,roast,16,0,0,,
653,S11-modules/re-export,roast__S11-modules/re-export,roast,15,0,0,,
654,S11-modules/require,roast__S11-modules/require,roast,204,0,0,,
655,S11-modules/runtime,roast__S11-modules/runtime,roast,9,0,0,,
656,S11-modules/versioning,roast__S11-modules/versioning,roast,36,0,0,,
657,S11-repository/cur-candidates,roast__S11-repository/cur-candidates,roast,201,0,0,,
658,S11-repository/cur-current-distribution,roast__S11-repository/cur-current-distribution,roast,110,0,0,,
659,S11-repository/curli-install,roast__S11-repository/curli-install,roast,74,0,0,,
660,S12-attributes/augment-and-initialization,roast__S12-attributes/augment-and-initialization,roast,53,0,0,,
661,S12-attributes/class,roast__S12-attributes/class,roast,187,0,0,,
662,S12-attributes/clone,roast__S12-attributes/clone,roast,184,0,0,,
663,S12-attributes/defaults,roast__S12-attributes/defaults,roast,124,0,0,,
664,S12-attributes/delegation,roast__S12-attributes/delegation,roast,213,0,0,,
665,S12-attributes/inheritance,roast__S12-attributes/inheritance,roast,61,0,0,,
666,S12-attributes/instance,roast__S12-attributes/instance,roast,716,0,0,,
667,S12-attributes/mutators,roast__S12-attributes/mutators,roast,74,0,0,,
668,S12-attributes/native,roast__S12-attributes/native,roast,182,0,0,,
669,S12-attributes/recursive,roast__S12-attributes/recursive,roast,92,0,0,,
670,S12-attributes/smiley,roast__S12-attributes/smiley,roast,139,0,0,,
671,S12-attributes/trusts,roast__S12-attributes/trusts,roast,119,0,0,,
672,S12-attributes/undeclared,roast__S12-attributes/undeclared,roast,51,0,0,,
673,S12-class/anonymous,roast__S12-class/anonymous,roast,77,0,0,,
674,S12-class/attributes-required,roast__S12-class/attributes-required,roast,101,0,0,,
675,S12-class/attributes,roast__S12-class/attributes,roast,226,0,0,,
676,S12-class/augment-supersede,roast__S12-class/augment-supersede,roast,115,0,0,,
677,S12-class/basic,roast__S12-class/basic,roast,164,0,0,,
678,S12-class/declaration-order,roast__S12-class/declaration-order,roast,19,0,0,,
679,S12-class/extending-arrays,roast__S12-class/extending-arrays,roast,71,0,0,,
680,S12-class/inheritance-class-methods,roast__S12-class/inheritance-class-methods,roast,19,0,0,,
681,S12-class/inheritance,roast__S12-class/inheritance,roast,186,0,0,,
682,S12-class/instantiate,roast__S12-class/instantiate,roast,45,0,0,,
683,S12-class/interface-consistency,roast__S12-class/interface-consistency,roast,64,0,0,,
684,S12-class/lexical,roast__S12-class/lexical,roast,60,0,0,,
685,S12-class/literal,roast__S12-class/literal,roast,21,0,0,,
686,S12-class/magical-vars,roast__S12-class/magical-vars,roast,135,0,0,,
687,S12-class/mro-6e,roast__S12-class/mro-6e,roast,138,0,0,,
688,S12-class/namespaced,roast__S12-class/namespaced,roast,64,0,0,,
689,S12-class/open,roast__S12-class/open,roast,76,0,0,,
690,S12-class/open_closed,roast__S12-class/open_closed,roast,64,0,0,,
691,S12-class/parent_attributes,roast__S12-class/parent_attributes,roast,38,0,0,,
692,S12-class/rw,roast__S12-class/rw,roast,56,0,0,,
