rank,entry,origin,package,n_lines,stdin,want_rc,heap_kb,stack_kb
1044,S26-documentation/07a-tables,roast__S26-documentation/07a-tables,roast,278,0,0,,
1045,S26-documentation/07b-tables,roast__S26-documentation/07b-tables,roast,38,0,0,,
1046,S26-documentation/07c-tables,roast__S26-documentation/07c-tables,roast,66,0,0,,
1047,S26-documentation/08-formattingcodes,roast__S26-documentation/08-formattingcodes,roast,127,0,0,,
1048,S26-documentation/09-configuration,roast__S26-documentation/09-configuration,roast,303,0,0,,
1049,S26-documentation/10-doc-cli,roast__S26-documentation/10-doc-cli,roast,30,0,0,,
1050,S26-documentation/12-non-breaking-space,roast__S26-documentation/12-non-breaking-space,roast,145,0,0,,
1051,S26-documentation/14-defn,roast__S26-documentation/14-defn,roast,91,0,0,,
1052,S26-documentation/15-numbered-alias,roast__S26-documentation/15-numbered-alias,roast,76,0,0,,
1053,S26-documentation/block-leading-user-format,roast__S26-documentation/block-leading-user-format,roast,76,0,0,,
1054,S26-documentation/block-leading,roast__S26-documentation/block-leading,roast,330,0,0,,
1055,S26-documentation/block-trailing,roast__S26-documentation/block-trailing,roast,318,0,0,,
1056,S26-documentation/module-comment,roast__S26-documentation/module-comment,roast,11,0,0,,
1057,S26-documentation/multiline-leading,roast__S26-documentation/multiline-leading,roast,32,0,0,,
1058,S26-documentation/multiline-trailing,roast__S26-documentation/multiline-trailing,roast,18,0,0,,
1059,S26-documentation/wacky,roast__S26-documentation/wacky,roast,140,0,0,,
1060,S26-documentation/why-both,roast__S26-documentation/why-both,roast,323,0,0,,
1061,S26-documentation/why-leading,roast__S26-documentation/why-leading,roast,324,0,0,,
1062,S26-documentation/why-trailing,roast__S26-documentation/why-trailing,roast,327,0,0,,
1063,S28-named-variables/cwd,roast__S28-named-variables/cwd,roast,21,0,0,,
1064,S28-named-variables/init-instant,roast__S28-named-variables/init-instant,roast,17,0,0,,
1065,S28-named-variables/slangs,roast__S28-named-variables/slangs,roast,12,0,0,,
1066,S29-any/are,roast__S29-any/are,roast,30,0,0,,
1067,S29-any/cmp,roast__S29-any/cmp,roast,15,0,0,,
1068,S29-any/deg-trans,roast__S29-any/deg-trans,roast,41,0,0,,
1069,S29-any/isa,roast__S29-any/isa,roast,73,0,0,,
1070,S29-any/minpairs-maxpairs,roast__S29-any/minpairs-maxpairs,roast,50,0,0,,
1071,S29-context/die,roast__S29-context/die,roast,83,0,0,,
1072,S29-context/eval,roast__S29-context/eval,roast,139,0,0,,
1073,S29-context/evalfile,roast__S29-context/evalfile,roast,56,0,0,,
1074,S29-context/exit-in-if,roast__S29-context/exit-in-if,roast,19,0,0,,
1075,S29-context/exit,roast__S29-context/exit,roast,21,0,0,,
1076,S29-context/sleep,roast__S29-context/sleep,roast,85,0,0,,
1077,S29-conversions/hash,roast__S29-conversions/hash,roast,42,0,0,,
1078,S29-conversions/ord_and_chr,roast__S29-conversions/ord_and_chr,roast,185,0,0,,
1079,S29-os/system,roast__S29-os/system,roast,217,0,0,,
1080,S32-array/adverbs,roast__S32-array/adverbs,roast,452,0,0,,
1081,S32-array/bool,roast__S32-array/bool,roast,37,0,0,,
1082,S32-array/create,roast__S32-array/create,roast,77,0,0,,
1083,S32-array/delete-adverb-native,roast__S32-array/delete-adverb-native,roast,206,0,0,,
1084,S32-array/delete-adverb,roast__S32-array/delete-adverb,roast,389,0,0,,
1085,S32-array/delete,roast__S32-array/delete,roast,186,0,0,,
1086,S32-array/elems,roast__S32-array/elems,roast,63,0,0,,
1087,S32-array/end,roast__S32-array/end,roast,63,0,0,,
1088,S32-array/exists-adverb,roast__S32-array/exists-adverb,roast,111,0,0,,
1089,S32-array/keys_values,roast__S32-array/keys_values,roast,28,0,0,,
1090,S32-array/kv,roast__S32-array/kv,roast,75,0,0,,
1091,S32-array/multislice-6e,roast__S32-array/multislice-6e,roast,533,0,0,,
1092,S32-array/pairs,roast__S32-array/pairs,roast,53,0,0,,
1093,S32-array/perl,roast__S32-array/perl,roast,41,0,0,,
1094,S32-array/pop,roast__S32-array/pop,roast,125,0,0,,
1095,S32-array/push,roast__S32-array/push,roast,196,0,0,,
1096,S32-array/rotate,roast__S32-array/rotate,roast,72,0,0,,
1097,S32-array/shift,roast__S32-array/shift,roast,99,0,0,,
1098,S32-array/splice,roast__S32-array/splice,roast,347,0,0,,
1099,S32-array/unshift,roast__S32-array/unshift,roast,201,0,0,,
1100,S32-basics/pairup,roast__S32-basics/pairup,roast,21,0,0,,
1101,S32-basics/warn,roast__S32-basics/warn,roast,99,0,0,,
1102,S32-basics/xxKEY,roast__S32-basics/xxKEY,roast,172,0,0,,
1103,S32-basics/xxPOS-native,roast__S32-basics/xxPOS-native,roast,40,0,0,,
1104,S32-basics/xxPOS,roast__S32-basics/xxPOS,roast,105,0,0,,
1105,S32-container/buf,roast__S32-container/buf,roast,205,0,0,,
1106,S32-container/cat,roast__S32-container/cat,roast,33,0,0,,
1107,S32-container/roundrobin,roast__S32-container/roundrobin,roast,36,0,0,,
1108,S32-container/stringify,roast__S32-container/stringify,roast,31,0,0,,
1109,S32-container/zip,roast__S32-container/zip,roast,70,0,0,,
1110,S32-encoding/decoder,roast__S32-encoding/decoder,roast,37,0,0,,
1111,S32-encoding/encoder,roast__S32-encoding/encoder,roast,28,0,0,,
1112,S32-encoding/registry,roast__S32-encoding/registry,roast,83,0,0,,
1113,S32-exceptions/misc,roast__S32-exceptions/misc,roast,610,0,0,,
1114,S32-exceptions/misc2,roast__S32-exceptions/misc2,roast,494,0,0,,
1115,S32-hash/adverbs,roast__S32-hash/adverbs,roast,435,0,0,,
1116,S32-hash/antipairs,roast__S32-hash/antipairs,roast,22,0,0,,
1117,S32-hash/delete-adverb,roast__S32-hash/delete-adverb,roast,260,0,0,,
1118,S32-hash/delete,roast__S32-hash/delete,roast,52,0,0,,
1119,S32-hash/exists-adverb,roast__S32-hash/exists-adverb,roast,107,0,0,,
1120,S32-hash/exists,roast__S32-hash/exists,roast,81,0,0,,
1121,S32-hash/hyperslice,roast__S32-hash/hyperslice,roast,74,0,0,,
1122,S32-hash/invert,roast__S32-hash/invert,roast,22,0,0,,
1123,S32-hash/iterator,roast__S32-hash/iterator,roast,35,0,0,,
1124,S32-hash/keys_values,roast__S32-hash/keys_values,roast,61,0,0,,
1125,S32-hash/kv,roast__S32-hash/kv,roast,131,0,0,,
1126,S32-hash/map,roast__S32-hash/map,roast,123,0,0,,
1127,S32-hash/multislice-6e,roast__S32-hash/multislice-6e,roast,426,0,0,,
1128,S32-hash/pairs,roast__S32-hash/pairs,roast,95,0,0,,
1129,S32-hash/perl,roast__S32-hash/perl,roast,99,0,0,,
1130,S32-hash/push,roast__S32-hash/push,roast,54,0,0,,
1131,S32-hash/slice,roast__S32-hash/slice,roast,128,0,0,,
1132,S32-io/IO-Socket-Async-UDP,roast__S32-io/IO-Socket-Async-UDP,roast,47,0,0,,
1133,S32-io/IO-Socket-Async,roast__S32-io/IO-Socket-Async,roast,339,0,0,,
1134,S32-io/IO-Socket-INET-UNIX,roast__S32-io/IO-Socket-INET-UNIX,roast,42,0,0,,
1135,S32-io/IO-Socket-INET,roast__S32-io/IO-Socket-INET,roast,408,0,0,,
1136,S32-io/chdir-process,roast__S32-io/chdir-process,roast,50,0,0,,
1137,S32-io/chdir,roast__S32-io/chdir,roast,155,0,0,,
1138,S32-io/child-secure,roast__S32-io/child-secure,roast,73,0,0,,
1139,S32-io/copy,roast__S32-io/copy,roast,107,0,0,,
1140,S32-io/dir,roast__S32-io/dir,roast,79,0,0,,
1141,S32-io/indir,roast__S32-io/indir,roast,197,0,0,,
1142,S32-io/io-cathandle,roast__S32-io/io-cathandle,roast,903,0,0,,
1143,S32-io/io-handle,roast__S32-io/io-handle,roast,334,0,0,,
1144,S32-io/io-path-cygwin,roast__S32-io/io-path-cygwin,roast,96,0,0,,
1145,S32-io/io-path-extension,roast__S32-io/io-path-extension,roast,188,0,0,,
1146,S32-io/io-path-subclasses,roast__S32-io/io-path-subclasses,roast,24,0,0,,
1147,S32-io/io-path-symlink,roast__S32-io/io-path-symlink,roast,48,0,0,,
1148,S32-io/io-path-unix,roast__S32-io/io-path-unix,roast,80,0,0,,
1149,S32-io/io-path-win,roast__S32-io/io-path-win,roast,95,0,0,,
1150,S32-io/io-path,roast__S32-io/io-path,roast,446,0,0,,
1151,S32-io/io-spec-cygwin,roast__S32-io/io-spec-cygwin,roast,197,0,0,,
1152,S32-io/io-spec-qnx,roast__S32-io/io-spec-qnx,roast,50,0,0,,
1153,S32-io/io-spec-unix,roast__S32-io/io-spec-unix,roast,225,0,0,,
1154,S32-io/io-spec-win,roast__S32-io/io-spec-win,roast,358,0,0,,
1155,S32-io/io-special,roast__S32-io/io-special,roast,35,0,0,,
1156,S32-io/lock,roast__S32-io/lock,roast,243,0,0,,
1157,S32-io/mkdir_rmdir,roast__S32-io/mkdir_rmdir,roast,45,0,0,,
1158,S32-io/move,roast__S32-io/move,roast,90,0,0,,
1159,S32-io/native-descriptor,roast__S32-io/native-descriptor,roast,16,0,0,,
1160,S32-io/note,roast__S32-io/note,roast,65,0,0,,
1161,S32-io/null-char,roast__S32-io/null-char,roast,24,0,0,,
1162,S32-io/open,roast__S32-io/open,roast,249,0,0,,
1163,S32-io/other-stress,roast__S32-io/other-stress,roast,14,0,0,,
1164,S32-io/other,roast__S32-io/other,roast,8,0,0,,
1165,S32-io/out-buffering,roast__S32-io/out-buffering,roast,96,0,0,,
1166,S32-io/pipe,roast__S32-io/pipe,roast,110,0,0,,
1167,S32-io/rename,roast__S32-io/rename,roast,80,0,0,,
1168,S32-io/seek,roast__S32-io/seek,roast,118,0,0,,
1169,S32-io/signals,roast__S32-io/signals,roast,35,0,0,,
1170,S32-io/slurp,roast__S32-io/slurp,roast,164,0,0,,
1171,S32-io/socket-accept-and-working-threads,roast__S32-io/socket-accept-and-working-threads,roast,72,0,0,,
1172,S32-io/socket-fail-invalid-values,roast__S32-io/socket-fail-invalid-values,roast,61,0,0,,
1173,S32-io/socket-host-port-split,roast__S32-io/socket-host-port-split,roast,64,0,0,,
1174,S32-io/socket-recv-vs-read,roast__S32-io/socket-recv-vs-read,roast,82,0,0,,
1175,S32-io/spurt,roast__S32-io/spurt,roast,279,0,0,,
1176,S32-io/tell,roast__S32-io/tell,roast,76,0,0,,
1177,S32-io/utf16,roast__S32-io/utf16,roast,137,0,0,,
1178,S32-list/are,roast__S32-list/are,roast,26,0,0,,
1179,S32-list/batch,roast__S32-list/batch,roast,15,0,0,,
1180,S32-list/categorize-list,roast__S32-list/categorize-list,roast,747,0,0,,
1181,S32-list/categorize,roast__S32-list/categorize,roast,103,0,0,,
1182,S32-list/classify-list,roast__S32-list/classify-list,roast,482,0,0,,
1183,S32-list/classify,roast__S32-list/classify,roast,138,0,0,,
1184,S32-list/combinations,roast__S32-list/combinations,roast,114,0,0,,
1185,S32-list/create,roast__S32-list/create,roast,44,0,0,,
1186,S32-list/cross,roast__S32-list/cross,roast,14,0,0,,
1187,S32-list/deepmap,roast__S32-list/deepmap,roast,64,0,0,,
1188,S32-list/duckmap,roast__S32-list/duckmap,roast,32,0,0,,
1189,S32-list/end,roast__S32-list/end,roast,63,0,0,,
1190,S32-list/first-end-k,roast__S32-list/first-end-k,roast,88,0,0,,
1191,S32-list/first-end-kv,roast__S32-list/first-end-kv,roast,70,0,0,,
1192,S32-list/first-end-p,roast__S32-list/first-end-p,roast,89,0,0,,
1193,S32-list/first-end-v,roast__S32-list/first-end-v,roast,89,0,0,,
1194,S32-list/first-end,roast__S32-list/first-end,roast,89,0,0,,
1195,S32-list/first-k,roast__S32-list/first-k,roast,83,0,0,,
1196,S32-list/first-kv,roast__S32-list/first-kv,roast,70,0,0,,
1197,S32-list/first-p,roast__S32-list/first-p,roast,85,0,0,,
1198,S32-list/first-v,roast__S32-list/first-v,roast,85,0,0,,
1199,S32-list/first,roast__S32-list/first,roast,159,0,0,,
1200,S32-list/flat,roast__S32-list/flat,roast,73,0,0,,
1201,S32-list/grep-k,roast__S32-list/grep-k,roast,109,0,0,,
1202,S32-list/grep-kv,roast__S32-list/grep-kv,roast,75,0,0,,
1203,S32-list/grep-p,roast__S32-list/grep-p,roast,76,0,0,,
1204,S32-list/grep-v,roast__S32-list/grep-v,roast,76,0,0,,
1205,S32-list/grep,roast__S32-list/grep,roast,205,0,0,,
1206,S32-list/head,roast__S32-list/head,roast,120,0,0,,
1207,S32-list/iterator,roast__S32-list/iterator,roast,53,0,0,,
1208,S32-list/join,roast__S32-list/join,roast,155,0,0,,
1209,S32-list/map,roast__S32-list/map,roast,289,0,0,,
1210,S32-list/map_function_return_values,roast__S32-list/map_function_return_values,roast,19,0,0,,
1211,S32-list/minmax,roast__S32-list/minmax,roast,328,0,0,,
1212,S32-list/permutations,roast__S32-list/permutations,roast,37,0,0,,
1213,S32-list/pick,roast__S32-list/pick,roast,196,0,0,,
1214,S32-list/produce,roast__S32-list/produce,roast,97,0,0,,
1215,S32-list/reduce,roast__S32-list/reduce,roast,150,0,0,,
1216,S32-list/repeated,roast__S32-list/repeated,roast,152,0,0,,
1217,S32-list/reverse,roast__S32-list/reverse,roast,117,0,0,,
1218,S32-list/roll,roast__S32-list/roll,roast,175,0,0,,
1219,S32-list/rotor,roast__S32-list/rotor,roast,99,0,0,,
1220,S32-list/seq,roast__S32-list/seq,roast,265,0,0,,
1221,S32-list/skip,roast__S32-list/skip,roast,205,0,0,,
1222,S32-list/snip,roast__S32-list/snip,roast,34,0,0,,
1223,S32-list/sort,roast__S32-list/sort,roast,358,0,0,,
1224,S32-list/squish,roast__S32-list/squish,roast,208,0,0,,
1225,S32-list/tail,roast__S32-list/tail,roast,167,0,0,,
1226,S32-list/toggle,roast__S32-list/toggle,roast,61,0,0,,
1227,S32-list/unique,roast__S32-list/unique,roast,168,0,0,,
1228,S32-num/abs,roast__S32-num/abs,roast,36,0,0,,
1229,S32-num/base,roast__S32-num/base,roast,125,0,0,,
1230,S32-num/complex-logarithms,roast__S32-num/complex-logarithms,roast,55,0,0,,
1231,S32-num/complex,roast__S32-num/complex,roast,299,0,0,,
1232,S32-num/cool-num,roast__S32-num/cool-num,roast,145,0,0,,
1233,S32-num/exp,roast__S32-num/exp,roast,66,0,0,,
1234,S32-num/expmod,roast__S32-num/expmod,roast,42,0,0,,
1235,S32-num/fatrat,roast__S32-num/fatrat,roast,318,0,0,,
1236,S32-num/int,roast__S32-num/int,roast,617,0,0,,
1237,S32-num/is-prime,roast__S32-num/is-prime,roast,87,0,0,,
1238,S32-num/log,roast__S32-num/log,roast,116,0,0,,
1239,S32-num/narrow,roast__S32-num/narrow,roast,33,0,0,,
1240,S32-num/negative-zero,roast__S32-num/negative-zero,roast,148,0,0,,
1241,S32-num/pi,roast__S32-num/pi,roast,35,0,0,,
1242,S32-num/polar,roast__S32-num/polar,roast,55,0,0,,
1243,S32-num/polymod,roast__S32-num/polymod,roast,38,0,0,,
1244,S32-num/power,roast__S32-num/power,roast,156,0,0,,
1245,S32-num/rand,roast__S32-num/rand,roast,117,0,0,,
1246,S32-num/rat,roast__S32-num/rat,roast,655,0,0,,
1247,S32-num/real-bridge,roast__S32-num/real-bridge,roast,308,0,0,,
1248,S32-num/roots,roast__S32-num/roots,roast,153,0,0,,
1249,S32-num/rounders,roast__S32-num/rounders,roast,315,0,0,,
1250,S32-num/rshift_pos_amount,roast__S32-num/rshift_pos_amount,roast,244,0,0,,
1251,S32-num/sign,roast__S32-num/sign,roast,56,0,0,,
1252,S32-num/sqrt,roast__S32-num/sqrt,roast,39,0,0,,
1253,S32-num/stress,roast__S32-num/stress,roast,48,0,0,,
1254,S32-num/stringify,roast__S32-num/stringify,roast,96,0,0,,
1255,S32-num/unpolar,roast__S32-num/unpolar,roast,80,0,0,,
1256,S32-scalar/defined,roast__S32-scalar/defined,roast,134,0,0,,
1257,S32-scalar/perl,roast__S32-scalar/perl,roast,35,0,0,,
1258,S32-scalar/undef,roast__S32-scalar/undef,roast,344,0,0,,
1259,S32-str/Collation,roast__S32-str/Collation,roast,69,0,0,,
1260,S32-str/CollationTest_NON_IGNORABLE-0,roast__S32-str/CollationTest_NON_IGNORABLE-0,roast,2313,0,0,,
1261,S32-str/CollationTest_NON_IGNORABLE-1,roast__S32-str/CollationTest_NON_IGNORABLE-1,roast,2314,0,0,,
1262,S32-str/CollationTest_NON_IGNORABLE-2,roast__S32-str/CollationTest_NON_IGNORABLE-2,roast,2314,0,0,,
1263,S32-str/CollationTest_NON_IGNORABLE-3,roast__S32-str/CollationTest_NON_IGNORABLE-3,roast,1382,0,0,,
1264,S32-str/append,roast__S32-str/append,roast,29,0,0,,
1265,S32-str/bool,roast__S32-str/bool,roast,18,0,0,,
1266,S32-str/capitalize,roast__S32-str/capitalize,roast,50,0,0,,
1267,S32-str/chomp,roast__S32-str/chomp,roast,181,0,0,,
1268,S32-str/chop,roast__S32-str/chop,roast,63,0,0,,
1269,S32-str/comb,roast__S32-str/comb,roast,226,0,0,,
1270,S32-str/contains,roast__S32-str/contains,roast,99,0,0,,
1271,S32-str/encode,roast__S32-str/encode,roast,118,0,0,,
1272,S32-str/ends-with,roast__S32-str/ends-with,roast,84,0,0,,
1273,S32-str/fc,roast__S32-str/fc,roast,29,0,0,,
1274,S32-str/flip,roast__S32-str/flip,roast,42,0,0,,
1275,S32-str/format,roast__S32-str/format,roast,93,0,0,,
1276,S32-str/gb18030-encode-decode,roast__S32-str/gb18030-encode-decode,roast,32,0,0,,
1277,S32-str/gb2312-encode-decode,roast__S32-str/gb2312-encode-decode,roast,32,0,0,,
1278,S32-str/indent,roast__S32-str/indent,roast,195,0,0,,
1279,S32-str/index,roast__S32-str/index,roast,197,0,0,,
1280,S32-str/indices,roast__S32-str/indices,roast,156,0,0,,
1281,S32-str/lc,roast__S32-str/lc,roast,47,0,0,,
1282,S32-str/length,roast__S32-str/length,roast,60,0,0,,
1283,S32-str/lines,roast__S32-str/lines,roast,82,0,0,,
1284,S32-str/numeric,roast__S32-str/numeric,roast,213,0,0,,
1285,S32-str/ords,roast__S32-str/ords,roast,38,0,0,,
1286,S32-str/parse-base,roast__S32-str/parse-base,roast,76,0,0,,
1287,S32-str/pos,roast__S32-str/pos,roast,13,0,0,,
1288,S32-str/rindex,roast__S32-str/rindex,roast,107,0,0,,
1289,S32-str/samecase,roast__S32-str/samecase,roast,32,0,0,,
1290,S32-str/samemark,roast__S32-str/samemark,roast,26,0,0,,
1291,S32-str/shiftjis-encode-decode,roast__S32-str/shiftjis-encode-decode,roast,32,0,0,,
1292,S32-str/space-chars,roast__S32-str/space-chars,roast,83,0,0,,
1293,S32-str/split-simple,roast__S32-str/split-simple,roast,122,0,0,,
1294,S32-str/split,roast__S32-str/split,roast,556,0,0,,
1295,S32-str/sprintf-b,roast__S32-str/sprintf-b,roast,301,0,0,,
1296,S32-str/sprintf-c,roast__S32-str/sprintf-c,roast,79,0,0,,
1297,S32-str/sprintf-d,roast__S32-str/sprintf-d,roast,248,0,0,,
1298,S32-str/sprintf-e,roast__S32-str/sprintf-e,roast,226,0,0,,
1299,S32-str/sprintf-f,roast__S32-str/sprintf-f,roast,226,0,0,,
1300,S32-str/sprintf-o,roast__S32-str/sprintf-o,roast,298,0,0,,
1301,S32-str/sprintf-s,roast__S32-str/sprintf-s,roast,132,0,0,,
1302,S32-str/sprintf-u,roast__S32-str/sprintf-u,roast,95,0,0,,
1303,S32-str/sprintf-x,roast__S32-str/sprintf-x,roast,301,0,0,,
1304,S32-str/sprintf,roast__S32-str/sprintf,roast,370,0,0,,
1305,S32-str/starts-with,roast__S32-str/starts-with,roast,84,0,0,,
1306,S32-str/substr-eq,roast__S32-str/substr-eq,roast,91,0,0,,
1307,S32-str/substr-rw,roast__S32-str/substr-rw,roast,184,0,0,,
1308,S32-str/substr,roast__S32-str/substr,roast,139,0,0,,
1309,S32-str/tc,roast__S32-str/tc,roast,19,0,0,,
1310,S32-str/tclc,roast__S32-str/tclc,roast,15,0,0,,
1311,S32-str/trim,roast__S32-str/trim,roast,156,0,0,,
1312,S32-str/uc,roast__S32-str/uc,roast,68,0,0,,
1313,S32-str/uniparse,roast__S32-str/uniparse,roast,39,0,0,,
1314,S32-str/utf8-c8,roast__S32-str/utf8-c8,roast,246,0,0,,
1315,S32-str/val,roast__S32-str/val,roast,254,0,0,,
1316,S32-str/windows-1251-windows-1252-encode-decode,roast__S32-str/windows-1251-windows-1252-encode-decode,roast,21,0,0,,
1317,S32-str/words,roast__S32-str/words,roast,81,0,0,,
1318,S32-temporal/Date,roast__S32-temporal/Date,roast,329,0,0,,
1319,S32-temporal/DateTime-Instant-Duration,roast__S32-temporal/DateTime-Instant-Duration,roast,219,0,0,,
1320,S32-temporal/DateTime,roast__S32-temporal/DateTime,roast,982,0,0,,
1321,S32-temporal/baum-gregorian-data,roast__S32-temporal/baum-gregorian-data,roast,145,0,0,,
1322,S32-temporal/calendar,roast__S32-temporal/calendar,roast,205,0,0,,
1323,S32-temporal/greg-jd-frac-seconds,roast__S32-temporal/greg-jd-frac-seconds,roast,84,0,0,,
1324,S32-temporal/juliandate,roast__S32-temporal/juliandate,roast,90,0,0,,
1325,S32-temporal/local,roast__S32-temporal/local,roast,100,0,0,,
1326,S32-temporal/time,roast__S32-temporal/time,roast,177,0,0,,
1327,S32-trig/atan2,roast__S32-trig/atan2,roast,340,0,0,,
1328,S32-trig/cos,roast__S32-trig/cos,roast,195,0,0,,
1329,S32-trig/cosec,roast__S32-trig/cosec,roast,195,0,0,,
1330,S32-trig/cosech,roast__S32-trig/cosech,roast,194,0,0,,
1331,S32-trig/cosh,roast__S32-trig/cosh,roast,194,0,0,,
1332,S32-trig/cotan,roast__S32-trig/cotan,roast,195,0,0,,
1333,S32-trig/cotanh,roast__S32-trig/cotanh,roast,194,0,0,,
1334,S32-trig/e,roast__S32-trig/e,roast,19,0,0,,
1335,S32-trig/pi,roast__S32-trig/pi,roast,18,0,0,,
1336,S32-trig/sec,roast__S32-trig/sec,roast,195,0,0,,
1337,S32-trig/sech,roast__S32-trig/sech,roast,194,0,0,,
1338,S32-trig/simple,roast__S32-trig/simple,roast,24,0,0,,
1339,S32-trig/sin,roast__S32-trig/sin,roast,195,0,0,,
1340,S32-trig/sinh,roast__S32-trig/sinh,roast,198,0,0,,
1341,S32-trig/tan,roast__S32-trig/tan,roast,195,0,0,,
1342,S32-trig/tanh,roast__S32-trig/tanh,roast,194,0,0,,
1343,integration/99problems-01-to-10,roast__integration/99problems-01-to-10,roast,244,0,0,,
1344,integration/99problems-11-to-20,roast__integration/99problems-11-to-20,roast,287,0,0,,
1345,integration/99problems-21-to-30,roast__integration/99problems-21-to-30,roast,248,0,0,,
1346,integration/99problems-31-to-40,roast__integration/99problems-31-to-40,roast,272,0,0,,
1347,integration/99problems-41-to-50,roast__integration/99problems-41-to-50,roast,395,0,0,,
1348,integration/99problems-51-to-60,roast__integration/99problems-51-to-60,roast,302,0,0,,
1349,integration/99problems-61-to-70,roast__integration/99problems-61-to-70,roast,397,0,0,,
1350,integration/advent2009-day01,roast__integration/advent2009-day01,roast,13,0,0,,
1351,integration/advent2009-day02,roast__integration/advent2009-day02,roast,22,0,0,,
1352,integration/advent2009-day03,roast__integration/advent2009-day03,roast,43,0,0,,
1353,integration/advent2009-day04,roast__integration/advent2009-day04,roast,18,0,0,,
1354,integration/advent2009-day05,roast__integration/advent2009-day05,roast,34,0,0,,
1355,integration/advent2009-day06,roast__integration/advent2009-day06,roast,33,0,0,,
1356,integration/advent2009-day07,roast__integration/advent2009-day07,roast,81,0,0,,
1357,integration/advent2009-day08,roast__integration/advent2009-day08,roast,39,0,0,,
1358,integration/advent2009-day09,roast__integration/advent2009-day09,roast,91,0,0,,
1359,integration/advent2009-day10,roast__integration/advent2009-day10,roast,30,0,0,,
1360,integration/advent2009-day11,roast__integration/advent2009-day11,roast,38,0,0,,
1361,integration/advent2009-day12,roast__integration/advent2009-day12,roast,37,0,0,,
1362,integration/advent2009-day13,roast__integration/advent2009-day13,roast,34,0,0,,
1363,integration/advent2009-day14,roast__integration/advent2009-day14,roast,41,0,0,,
1364,integration/advent2009-day15,roast__integration/advent2009-day15,roast,37,0,0,,
1365,integration/advent2009-day16,roast__integration/advent2009-day16,roast,74,0,0,,
1366,integration/advent2009-day17,roast__integration/advent2009-day17,roast,86,0,0,,
1367,integration/advent2009-day18,roast__integration/advent2009-day18,roast,98,0,0,,
1368,integration/advent2009-day19,roast__integration/advent2009-day19,roast,23,0,0,,
1369,integration/advent2009-day20,roast__integration/advent2009-day20,roast,64,0,0,,
1370,integration/advent2009-day21,roast__integration/advent2009-day21,roast,136,0,0,,
1371,integration/advent2009-day22,roast__integration/advent2009-day22,roast,46,0,0,,
1372,integration/advent2009-day23,roast__integration/advent2009-day23,roast,144,0,0,,
1373,integration/advent2009-day24,roast__integration/advent2009-day24,roast,34,0,0,,
1374,integration/advent2010-day03,roast__integration/advent2010-day03,roast,60,0,0,,
1375,integration/advent2010-day04,roast__integration/advent2010-day04,roast,46,0,0,,
1376,integration/advent2010-day06,roast__integration/advent2010-day06,roast,40,0,0,,
1377,integration/advent2010-day07,roast__integration/advent2010-day07,roast,25,0,0,,
1378,integration/advent2010-day08,roast__integration/advent2010-day08,roast,31,0,0,,
1379,integration/advent2010-day10,roast__integration/advent2010-day10,roast,29,0,0,,
1380,integration/advent2010-day11,roast__integration/advent2010-day11,roast,47,0,0,,
1381,integration/advent2010-day12,roast__integration/advent2010-day12,roast,67,0,0,,
1382,integration/advent2010-day14,roast__integration/advent2010-day14,roast,88,0,0,,
1383,integration/advent2010-day16,roast__integration/advent2010-day16,roast,45,0,0,,
1384,integration/advent2010-day19,roast__integration/advent2010-day19,roast,24,0,0,,
1385,integration/advent2010-day21,roast__integration/advent2010-day21,roast,39,0,0,,
1386,integration/advent2010-day22,roast__integration/advent2010-day22,roast,19,0,0,,
1387,integration/advent2010-day23,roast__integration/advent2010-day23,roast,61,0,0,,
1388,integration/advent2011-day03,roast__integration/advent2011-day03,roast,26,0,0,,
1389,integration/advent2011-day04,roast__integration/advent2011-day04,roast,32,0,0,,
1390,integration/advent2011-day05,roast__integration/advent2011-day05,roast,12,0,0,,
1391,integration/advent2011-day07,roast__integration/advent2011-day07,roast,20,0,0,,
1392,integration/advent2011-day10,roast__integration/advent2011-day10,roast,75,0,0,,
1393,integration/advent2011-day11,roast__integration/advent2011-day11,roast,99,0,0,,
1394,integration/advent2011-day14,roast__integration/advent2011-day14,roast,38,0,0,,
1395,integration/advent2011-day15,roast__integration/advent2011-day15,roast,53,0,0,,
1396,integration/advent2011-day16,roast__integration/advent2011-day16,roast,90,0,0,,
1397,integration/advent2011-day20,roast__integration/advent2011-day20,roast,46,0,0,,
1398,integration/advent2011-day22,roast__integration/advent2011-day22,roast,15,0,0,,
1399,integration/advent2011-day23,roast__integration/advent2011-day23,roast,236,0,0,,
1400,integration/advent2011-day24,roast__integration/advent2011-day24,roast,67,0,0,,
1401,integration/advent2012-day02,roast__integration/advent2012-day02,roast,24,0,0,,
1402,integration/advent2012-day03,roast__integration/advent2012-day03,roast,97,0,0,,
1403,integration/advent2012-day04,roast__integration/advent2012-day04,roast,132,0,0,,
1404,integration/advent2012-day06,roast__integration/advent2012-day06,roast,40,0,0,,
1405,integration/advent2012-day09,roast__integration/advent2012-day09,roast,42,0,0,,
1406,integration/advent2012-day10,roast__integration/advent2012-day10,roast,111,0,0,,
1407,integration/advent2012-day12,roast__integration/advent2012-day12,roast,53,0,0,,
1408,integration/advent2012-day13,roast__integration/advent2012-day13,roast,137,0,0,,
1409,integration/advent2012-day14,roast__integration/advent2012-day14,roast,79,0,0,,
